note_str,instrument,pitch,velocity,n_frames
string_acoustic_024-042-025,string_acoustic_024,42,25,38
string_acoustic_024-042-050,string_acoustic_024,42,50,38
string_acoustic_024-042-075,string_acoustic_024,42,75,38
string_acoustic_024-042-100,string_acoustic_024,42,100,38
string_acoustic_024-042-127,string_acoustic_024,42,127,38
string_acoustic_029-042-025,string_acoustic_029,42,25,38
string_acoustic_029-042-050,string_acoustic_029,42,50,38
string_acoustic_029-042-075,string_acoustic_029,42,75,38
string_acoustic_029-042-100,string_acoustic_029,42,100,38
string_acoustic_029-042-127,string_acoustic_029,42,127,38
string_acoustic_030-042-025,string_acoustic_030,42,25,38
string_acoustic_030-042-050,string_acoustic_030,42,50,38
string_acoustic_030-042-075,string_acoustic_030,42,75,38
string_acoustic_030-042-100,string_acoustic_030,42,100,38
string_acoustic_030-042-127,string_acoustic_030,42,127,38
string_acoustic_033-042-025,string_acoustic_033,42,25,38
string_acoustic_033-042-050,string_acoustic_033,42,50,38
string_acoustic_033-042-075,string_acoustic_033,42,75,38
string_acoustic_033-042-100,string_acoustic_033,42,100,38
string_acoustic_033-042-127,string_acoustic_033,42,127,38
string_acoustic_037-042-025,string_acoustic_037,42,25,38
string_acoustic_037-042-050,string_acoustic_037,42,50,38
string_acoustic_037-042-075,string_acoustic_037,42,75,38
string_acoustic_037-042-100,string_acoustic_037,42,100,38
string_acoustic_037-042-127,string_acoustic_037,42,127,38
string_acoustic_038-042-025,string_acoustic_038,42,25,38
string_acoustic_038-042-050,string_acoustic_038,42,50,38
string_acoustic_038-042-075,string_acoustic_038,42,75,38
string_acoustic_038-042-100,string_acoustic_038,42,100,38
string_acoustic_038-042-127,string_acoustic_038,42,127,38
string_acoustic_042-042-025,string_acoustic_042,42,25,38
string_acoustic_042-042-050,string_acoustic_042,42,50,38
string_acoustic_042-042-075,string_acoustic_042,42,75,38
string_acoustic_042-042-100,string_acoustic_042,42,100,38
string_acoustic_042-042-127,string_acoustic_042,42,127,38
string_acoustic_043-042-025,string_acoustic_043,42,25,38
string_acoustic_043-042-050,string_acoustic_043,42,50,38
string_acoustic_043-042-075,string_acoustic_043,42,75,38
string_acoustic_043-042-100,string_acoustic_043,42,100,38
string_acoustic_043-042-127,string_acoustic_043,42,127,38
string_acoustic_044-042-025,string_acoustic_044,42,25,38
string_acoustic_044-042-050,string_acoustic_044,42,50,38
string_acoustic_044-042-075,string_acoustic_044,42,75,38
string_acoustic_044-042-100,string_acoustic_044,42,100,38
string_acoustic_044-042-127,string_acoustic_044,42,127,38
string_acoustic_045-042-025,string_acoustic_045,42,25,38
string_acoustic_045-042-050,string_acoustic_045,42,50,38
string_acoustic_045-042-075,string_acoustic_045,42,75,38
string_acoustic_045-042-100,string_acoustic_045,42,100,38
string_acoustic_045-042-127,string_acoustic_045,42,127,38
string_acoustic_048-042-025,string_acoustic_048,42,25,38
string_acoustic_048-042-050,string_acoustic_048,42,50,38
string_acoustic_048-042-075,string_acoustic_048,42,75,38
string_acoustic_048-042-100,string_acoustic_048,42,100,38
string_acoustic_048-042-127,string_acoustic_048,42,127,38
string_acoustic_051-042-025,string_acoustic_051,42,25,38
string_acoustic_051-042-050,string_acoustic_051,42,50,38
string_acoustic_051-042-075,string_acoustic_051,42,75,38
string_acoustic_051-042-100,string_acoustic_051,42,100,38
string_acoustic_051-042-127,string_acoustic_051,42,127,38
string_acoustic_052-042-025,string_acoustic_052,42,25,38
string_acoustic_052-042-050,string_acoustic_052,42,50,38
string_acoustic_052-042-075,string_acoustic_052,42,75,38
string_acoustic_052-042-100,string_acoustic_052,42,100,38
string_acoustic_052-042-127,string_acoustic_052,42,127,38
string_acoustic_060-042-025,string_acoustic_060,42,25,38
string_acoustic_060-042-050,string_acoustic_060,42,50,38
string_acoustic_060-042-075,string_acoustic_060,42,75,38
string_acoustic_060-042-100,string_acoustic_060,42,100,38
string_acoustic_060-042-127,string_acoustic_060,42,127,38
string_acoustic_061-042-025,string_acoustic_061,42,25,38
string_acoustic_061-042-050,string_acoustic_061,42,50,38
string_acoustic_061-042-075,string_acoustic_061,42,75,38
string_acoustic_061-042-100,string_acoustic_061,42,100,38
string_acoustic_061-042-127,string_acoustic_061,42,127,38
string_acoustic_063-042-025,string_acoustic_063,42,25,38
string_acoustic_063-042-050,string_acoustic_063,42,50,38
string_acoustic_063-042-075,string_acoustic_063,42,75,38
string_acoustic_063-042-100,string_acoustic_063,42,100,38
string_acoustic_063-042-127,string_acoustic_063,42,127,38
string_acoustic_064-042-025,string_acoustic_064,42,25,38
string_acoustic_064-042-050,string_acoustic_064,42,50,38
string_acoustic_064-042-075,string_acoustic_064,42,75,38
string_acoustic_064-042-100,string_acoustic_064,42,100,38
string_acoustic_064-042-127,string_acoustic_064,42,127,38
string_acoustic_068-042-075,string_acoustic_068,42,75,32
string_acoustic_068-042-100,string_acoustic_068,42,100,25
string_acoustic_068-042-127,string_acoustic_068,42,127,25
string_acoustic_069-042-025,string_acoustic_069,42,25,38
string_acoustic_069-042-050,string_acoustic_069,42,50,38
string_acoustic_069-042-075,string_acoustic_069,42,75,38
string_acoustic_069-042-100,string_acoustic_069,42,100,38
string_acoustic_069-042-127,string_acoustic_069,42,127,38
string_acoustic_073-042-025,string_acoustic_073,42,25,38
string_acoustic_073-042-050,string_acoustic_073,42,50,38
string_acoustic_073-042-075,string_acoustic_073,42,75,38
string_acoustic_073-042-100,string_acoustic_073,42,100,38
string_acoustic_073-042-127,string_acoustic_073,42,127,38
string_acoustic_077-042-025,string_acoustic_077,42,25,38
string_acoustic_077-042-050,string_acoustic_077,42,50,38
string_acoustic_077-042-075,string_acoustic_077,42,75,38
string_acoustic_077-042-100,string_acoustic_077,42,100,38
string_acoustic_077-042-127,string_acoustic_077,42,127,38
string_acoustic_079-042-025,string_acoustic_079,42,25,37
string_acoustic_079-042-050,string_acoustic_079,42,50,37
string_acoustic_079-042-075,string_acoustic_079,42,75,38
string_acoustic_079-042-100,string_acoustic_079,42,100,38
string_acoustic_079-042-127,string_acoustic_079,42,127,38
string_acoustic_081-042-025,string_acoustic_081,42,25,37
string_acoustic_081-042-050,string_acoustic_081,42,50,37
string_acoustic_081-042-075,string_acoustic_081,42,75,38
string_acoustic_081-042-100,string_acoustic_081,42,100,38
string_acoustic_081-042-127,string_acoustic_081,42,127,38
string_acoustic_082-042-025,string_acoustic_082,42,25,38
string_acoustic_082-042-050,string_acoustic_082,42,50,38
string_acoustic_082-042-075,string_acoustic_082,42,75,38
string_acoustic_082-042-100,string_acoustic_082,42,100,38
string_acoustic_082-042-127,string_acoustic_082,42,127,38
string_acoustic_087-042-025,string_acoustic_087,42,25,38
string_acoustic_087-042-050,string_acoustic_087,42,50,38
string_acoustic_087-042-075,string_acoustic_087,42,75,38
string_acoustic_087-042-100,string_acoustic_087,42,100,38
string_acoustic_087-042-127,string_acoustic_087,42,127,38
string_acoustic_089-042-025,string_acoustic_089,42,25,38
string_acoustic_089-042-050,string_acoustic_089,42,50,38
string_acoustic_089-042-075,string_acoustic_089,42,75,38
string_acoustic_089-042-100,string_acoustic_089,42,100,38
string_acoustic_089-042-127,string_acoustic_089,42,127,38
string_acoustic_002-043-075,string_acoustic_002,43,75,38
string_acoustic_002-043-100,string_acoustic_002,43,100,26
string_acoustic_002-043-127,string_acoustic_002,43,127,38
string_acoustic_005-043-025,string_acoustic_005,43,25,32
string_acoustic_005-043-050,string_acoustic_005,43,50,32
string_acoustic_005-043-075,string_acoustic_005,43,75,30
string_acoustic_005-043-100,string_acoustic_005,43,100,30
string_acoustic_005-043-127,string_acoustic_005,43,127,27
string_acoustic_007-043-025,string_acoustic_007,43,25,38
string_acoustic_007-043-050,string_acoustic_007,43,50,38
string_acoustic_007-043-075,string_acoustic_007,43,75,38
string_acoustic_007-043-100,string_acoustic_007,43,100,38
string_acoustic_007-043-127,string_acoustic_007,43,127,38
string_acoustic_008-043-025,string_acoustic_008,43,25,38
string_acoustic_008-043-050,string_acoustic_008,43,50,38
string_acoustic_008-043-075,string_acoustic_008,43,75,38
string_acoustic_008-043-100,string_acoustic_008,43,100,38
string_acoustic_008-043-127,string_acoustic_008,43,127,38
string_acoustic_010-043-025,string_acoustic_010,43,25,38
string_acoustic_010-043-050,string_acoustic_010,43,50,38
string_acoustic_010-043-075,string_acoustic_010,43,75,38
string_acoustic_010-043-100,string_acoustic_010,43,100,38
string_acoustic_010-043-127,string_acoustic_010,43,127,36
string_acoustic_011-043-025,string_acoustic_011,43,25,38
string_acoustic_011-043-050,string_acoustic_011,43,50,38
string_acoustic_011-043-075,string_acoustic_011,43,75,38
string_acoustic_011-043-100,string_acoustic_011,43,100,38
string_acoustic_011-043-127,string_acoustic_011,43,127,38
string_acoustic_013-043-025,string_acoustic_013,43,25,38
string_acoustic_013-043-050,string_acoustic_013,43,50,38
string_acoustic_013-043-075,string_acoustic_013,43,75,38
string_acoustic_013-043-100,string_acoustic_013,43,100,38
string_acoustic_013-043-127,string_acoustic_013,43,127,38
string_acoustic_015-043-025,string_acoustic_015,43,25,38
string_acoustic_015-043-050,string_acoustic_015,43,50,38
string_acoustic_015-043-075,string_acoustic_015,43,75,38
string_acoustic_015-043-100,string_acoustic_015,43,100,38
string_acoustic_015-043-127,string_acoustic_015,43,127,38
string_acoustic_016-043-025,string_acoustic_016,43,25,38
string_acoustic_016-043-050,string_acoustic_016,43,50,38
string_acoustic_016-043-075,string_acoustic_016,43,75,38
string_acoustic_016-043-100,string_acoustic_016,43,100,38
string_acoustic_016-043-127,string_acoustic_016,43,127,38
string_acoustic_017-043-025,string_acoustic_017,43,25,38
string_acoustic_017-043-050,string_acoustic_017,43,50,38
string_acoustic_017-043-075,string_acoustic_017,43,75,38
string_acoustic_017-043-100,string_acoustic_017,43,100,38
string_acoustic_017-043-127,string_acoustic_017,43,127,38
string_acoustic_018-043-025,string_acoustic_018,43,25,38
string_acoustic_018-043-050,string_acoustic_018,43,50,38
string_acoustic_018-043-075,string_acoustic_018,43,75,38
string_acoustic_018-043-100,string_acoustic_018,43,100,38
string_acoustic_018-043-127,string_acoustic_018,43,127,38
string_acoustic_019-043-025,string_acoustic_019,43,25,38
string_acoustic_019-043-050,string_acoustic_019,43,50,38
string_acoustic_019-043-075,string_acoustic_019,43,75,38
string_acoustic_019-043-100,string_acoustic_019,43,100,38
string_acoustic_019-043-127,string_acoustic_019,43,127,38
string_acoustic_021-043-025,string_acoustic_021,43,25,38
string_acoustic_021-043-050,string_acoustic_021,43,50,38
string_acoustic_021-043-075,string_acoustic_021,43,75,38
string_acoustic_021-043-100,string_acoustic_021,43,100,38
string_acoustic_021-043-127,string_acoustic_021,43,127,38
string_acoustic_022-043-025,string_acoustic_022,43,25,38
string_acoustic_022-043-050,string_acoustic_022,43,50,38
string_acoustic_022-043-075,string_acoustic_022,43,75,38
string_acoustic_022-043-100,string_acoustic_022,43,100,38
string_acoustic_022-043-127,string_acoustic_022,43,127,38
string_acoustic_024-043-025,string_acoustic_024,43,25,38
string_acoustic_024-043-050,string_acoustic_024,43,50,38
string_acoustic_024-043-075,string_acoustic_024,43,75,38
string_acoustic_024-043-100,string_acoustic_024,43,100,38
string_acoustic_024-043-127,string_acoustic_024,43,127,38
string_acoustic_027-043-025,string_acoustic_027,43,25,38
string_acoustic_027-043-050,string_acoustic_027,43,50,38
string_acoustic_027-043-075,string_acoustic_027,43,75,38
string_acoustic_027-043-100,string_acoustic_027,43,100,38
string_acoustic_027-043-127,string_acoustic_027,43,127,36
string_acoustic_028-043-025,string_acoustic_028,43,25,28
string_acoustic_028-043-050,string_acoustic_028,43,50,28
string_acoustic_028-043-075,string_acoustic_028,43,75,28
string_acoustic_028-043-100,string_acoustic_028,43,100,35
string_acoustic_028-043-127,string_acoustic_028,43,127,35
string_acoustic_029-043-025,string_acoustic_029,43,25,38
string_acoustic_029-043-050,string_acoustic_029,43,50,38
string_acoustic_029-043-075,string_acoustic_029,43,75,38
string_acoustic_029-043-100,string_acoustic_029,43,100,38
string_acoustic_029-043-127,string_acoustic_029,43,127,38
string_acoustic_030-043-025,string_acoustic_030,43,25,38
string_acoustic_030-043-050,string_acoustic_030,43,50,38
string_acoustic_030-043-075,string_acoustic_030,43,75,38
string_acoustic_030-043-100,string_acoustic_030,43,100,38
string_acoustic_030-043-127,string_acoustic_030,43,127,38
string_acoustic_033-043-025,string_acoustic_033,43,25,38
string_acoustic_033-043-050,string_acoustic_033,43,50,38
string_acoustic_033-043-075,string_acoustic_033,43,75,38
string_acoustic_033-043-100,string_acoustic_033,43,100,38
string_acoustic_033-043-127,string_acoustic_033,43,127,38
string_acoustic_037-043-025,string_acoustic_037,43,25,38
string_acoustic_037-043-050,string_acoustic_037,43,50,38
string_acoustic_037-043-075,string_acoustic_037,43,75,38
string_acoustic_037-043-100,string_acoustic_037,43,100,38
string_acoustic_037-043-127,string_acoustic_037,43,127,38
string_acoustic_038-043-025,string_acoustic_038,43,25,33
string_acoustic_038-043-050,string_acoustic_038,43,50,33
string_acoustic_038-043-075,string_acoustic_038,43,75,33
string_acoustic_038-043-100,string_acoustic_038,43,100,38
string_acoustic_038-043-127,string_acoustic_038,43,127,38
string_acoustic_039-043-025,string_acoustic_039,43,25,38
string_acoustic_039-043-050,string_acoustic_039,43,50,38
string_acoustic_039-043-075,string_acoustic_039,43,75,38
string_acoustic_039-043-100,string_acoustic_039,43,100,38
string_acoustic_042-043-025,string_acoustic_042,43,25,38
string_acoustic_042-043-050,string_acoustic_042,43,50,38
string_acoustic_042-043-075,string_acoustic_042,43,75,38
string_acoustic_042-043-100,string_acoustic_042,43,100,38
string_acoustic_042-043-127,string_acoustic_042,43,127,38
string_acoustic_043-043-025,string_acoustic_043,43,25,38
string_acoustic_043-043-050,string_acoustic_043,43,50,38
string_acoustic_043-043-075,string_acoustic_043,43,75,38
string_acoustic_043-043-100,string_acoustic_043,43,100,38
string_acoustic_043-043-127,string_acoustic_043,43,127,38
string_acoustic_044-043-025,string_acoustic_044,43,25,38
string_acoustic_044-043-050,string_acoustic_044,43,50,38
string_acoustic_044-043-075,string_acoustic_044,43,75,38
string_acoustic_044-043-100,string_acoustic_044,43,100,38
string_acoustic_044-043-127,string_acoustic_044,43,127,38
string_acoustic_045-043-025,string_acoustic_045,43,25,38
string_acoustic_045-043-050,string_acoustic_045,43,50,38
string_acoustic_045-043-075,string_acoustic_045,43,75,38
string_acoustic_045-043-100,string_acoustic_045,43,100,38
string_acoustic_045-043-127,string_acoustic_045,43,127,38
string_acoustic_048-043-025,string_acoustic_048,43,25,38
string_acoustic_048-043-050,string_acoustic_048,43,50,38
string_acoustic_048-043-075,string_acoustic_048,43,75,38
string_acoustic_048-043-100,string_acoustic_048,43,100,38
string_acoustic_048-043-127,string_acoustic_048,43,127,38
string_acoustic_051-043-025,string_acoustic_051,43,25,38
string_acoustic_051-043-050,string_acoustic_051,43,50,38
string_acoustic_051-043-075,string_acoustic_051,43,75,38
string_acoustic_051-043-100,string_acoustic_051,43,100,38
string_acoustic_051-043-127,string_acoustic_051,43,127,38
string_acoustic_052-043-025,string_acoustic_052,43,25,38
string_acoustic_052-043-050,string_acoustic_052,43,50,38
string_acoustic_052-043-075,string_acoustic_052,43,75,38
string_acoustic_052-043-100,string_acoustic_052,43,100,38
string_acoustic_052-043-127,string_acoustic_052,43,127,38
string_acoustic_053-043-025,string_acoustic_053,43,25,36
string_acoustic_053-043-050,string_acoustic_053,43,50,36
string_acoustic_053-043-075,string_acoustic_053,43,75,36
string_acoustic_053-043-100,string_acoustic_053,43,100,36
string_acoustic_060-043-025,string_acoustic_060,43,25,38
string_acoustic_060-043-050,string_acoustic_060,43,50,38
string_acoustic_060-043-075,string_acoustic_060,43,75,38
string_acoustic_060-043-100,string_acoustic_060,43,100,38
string_acoustic_060-043-127,string_acoustic_060,43,127,38
string_acoustic_061-043-025,string_acoustic_061,43,25,38
string_acoustic_061-043-050,string_acoustic_061,43,50,38
